D01_Samsung_GalaxyS3Mini/flat/D01_V_flat_move_0001.mp4,1000 ms
D01_Samsung_GalaxyS3Mini/flat/D01_V_flat_move_0002.mp4,1000 ms
D01_Samsung_GalaxyS3Mini/flat/D01_V_flat_panrot_0001.mp4,1000 ms
D01_Samsung_GalaxyS3Mini/flat/D01_V_flat_still_0001.mp4,1000 ms
D01_Samsung_GalaxyS3Mini/indoor/D01_V_indoor_move_0001.mp4,0 ms
D01_Samsung_GalaxyS3Mini/flat/D01_V_flat_move_0001.mp4,7000 ms
D01_Samsung_GalaxyS3Mini/flat/D01_V_flat_move_0002.mp4,6000 ms
D01_Samsung_GalaxyS3Mini/flat/D01_V_flat_panrot_0001.mp4,7000 ms
D01_Samsung_GalaxyS3Mini/flat/D01_V_flat_still_0001.mp4,6000 ms
D01_Samsung_GalaxyS3Mini/indoor/D01_V_indoor_move_0001.mp4,7000 ms
D01_Samsung_GalaxyS3Mini/indoor/D01_V_indoor_move_0002.mp4,7000 ms
D01_Samsung_GalaxyS3Mini/indoor/D01_V_indoor_panrot_0001.mp4,7000 ms
D01_Samsung_GalaxyS3Mini/indoor/D01_V_indoor_panrot_0002.mp4,8000 ms
D01_Samsung_GalaxyS3Mini/indoor/D01_V_indoor_still_0001.mp4,7000 ms
D01_Samsung_GalaxyS3Mini/indoor/D01_V_indoor_still_0002.mp4,8000 ms
D01_Samsung_GalaxyS3Mini/outdoor/D01_V_outdoor_move_0001.mp4,8000 ms
D01_Samsung_GalaxyS3Mini/outdoor/D01_V_outdoor_move_0002.mp4,8000 ms
D01_Samsung_GalaxyS3Mini/outdoor/D01_V_outdoor_move_0003.mp4,8000 ms
D01_Samsung_GalaxyS3Mini/outdoor/D01_V_outdoor_move_0004.mp4,8000 ms
D01_Samsung_GalaxyS3Mini/outdoor/D01_V_outdoor_panrot_0001.mp4,7000 ms
D01_Samsung_GalaxyS3Mini/outdoor/D01_V_outdoor_panrot_0002.mp4,8000 ms
D01_Samsung_GalaxyS3Mini/outdoor/D01_V_outdoor_panrot_0003.mp4,8000 ms
D01_Samsung_GalaxyS3Mini/outdoor/D01_V_outdoor_panrot_0004.mp4,7000 ms
D01_Samsung_GalaxyS3Mini/outdoor/D01_V_outdoor_still_0001.mp4,8000 ms
D01_Samsung_GalaxyS3Mini/outdoor/D01_V_outdoor_still_0002.mp4,7000 ms
D01_Samsung_GalaxyS3Mini/outdoor/D01_V_outdoor_still_0003.mp4,7000 ms
D01_Samsung_GalaxyS3Mini/outdoor/D01_V_outdoor_still_0004.mp4,8000 ms
D02_Apple_iPhone4s/flat/D02_V_flat_move_0001.mov,15000 ms
D02_Apple_iPhone4s/flat/D02_V_flat_move_0002.mov,16000 ms
D02_Apple_iPhone4s/flat/D02_V_flat_panrot_0001.mov,13000 ms
D02_Apple_iPhone4s/flat/D02_V_flat_still_0001.mov,16000 ms
D02_Apple_iPhone4s/indoor/D02_V_indoor_move_0001.mov,12000 ms
D02_Apple_iPhone4s/indoor/D02_V_indoor_panrot_0001.mov,13000 ms
D02_Apple_iPhone4s/indoor/D02_V_indoor_still_0001.mov,12000 ms
D02_Apple_iPhone4s/outdoor/D02_V_outdoor_move_0001.mov,15000 ms
D02_Apple_iPhone4s/outdoor/D02_V_outdoor_panrot_0001.mov,19000 ms
D02_Apple_iPhone4s/outdoor/D02_V_outdoor_panrot_0002.mov,20000 ms
D02_Apple_iPhone4s/outdoor/D02_V_outdoor_still_0001.mov,16000 ms
D02_Apple_iPhone4s/outdoor/D02_V_outdoor_still_0002.mov,15000 ms
D02_Apple_iPhone4s/outdoor/D02_V_outdoor_still_0003.mov,21000 ms
D03_Huawei_P9/flat/D03_V_flat_move_0001.mp4,16000 ms
D03_Huawei_P9/flat/D03_V_flat_move_0002.mp4,15000 ms
D03_Huawei_P9/flat/D03_V_flat_move_0003.mp4,14000 ms
D03_Huawei_P9/flat/D03_V_flat_panrot_0001.mp4,14000 ms
D03_Huawei_P9/flat/D03_V_flat_panrot_0002.mp4,15000 ms
D03_Huawei_P9/flat/D03_V_flat_still_0001.mp4,14000 ms
D03_Huawei_P9/flat/D03_V_flat_still_0002.mp4,14000 ms
D03_Huawei_P9/indoor/D03_V_indoor_move_0001.mp4,16000 ms
D03_Huawei_P9/indoor/D03_V_indoor_move_0002.mp4,17000 ms
D03_Huawei_P9/indoor/D03_V_indoor_panrot_0001.mp4,18000 ms
D03_Huawei_P9/indoor/D03_V_indoor_panrot_0002.mp4,19000 ms
D03_Huawei_P9/indoor/D03_V_indoor_still_0001.mp4,19000 ms
D03_Huawei_P9/indoor/D03_V_indoor_still_0002.mp4,17000 ms
D03_Huawei_P9/outdoor/D03_V_outdoor_move_0001.mp4,25000 ms
D03_Huawei_P9/outdoor/D03_V_outdoor_move_0002.mp4,23000 ms
D03_Huawei_P9/outdoor/D03_V_outdoor_panrot_0001.mp4,24000 ms
D03_Huawei_P9/outdoor/D03_V_outdoor_panrot_0002.mp4,26000 ms
D03_Huawei_P9/outdoor/D03_V_outdoor_still_0001.mp4,26000 ms
D03_Huawei_P9/outdoor/D03_V_outdoor_still_0002.mp4,26000 ms
D04_LG_D290/flat/D04_V_flat_move_0001.mp4,4000 ms
D04_LG_D290/flat/D04_V_flat_move_0002.mp4,3000 ms
D04_LG_D290/flat/D04_V_flat_move_0003.mp4,3000 ms
D04_LG_D290/flat/D04_V_flat_panrot_0001.mp4,3000 ms
D04_LG_D290/flat/D04_V_flat_panrot_0002.mp4,4000 ms
D04_LG_D290/flat/D04_V_flat_still_0001.mp4,3000 ms
D04_LG_D290/flat/D04_V_flat_still_0002.mp4,3000 ms
D04_LG_D290/indoor/D04_V_indoor_move_0001.mp4,2000 ms
D04_LG_D290/indoor/D04_V_indoor_move_0002.mp4,3000 ms
D04_LG_D290/indoor/D04_V_indoor_panrot_0001.mp4,4000 ms
D04_LG_D290/indoor/D04_V_indoor_panrot_0002.mp4,3000 ms
D04_LG_D290/indoor/D04_V_indoor_still_0001.mp4,4000 ms
D04_LG_D290/indoor/D04_V_indoor_still_0002.mp4,4000 ms
D04_LG_D290/outdoor/D04_V_outdoor_move_0001.mp4,5000 ms
D04_LG_D290/outdoor/D04_V_outdoor_move_0002.mp4,5000 ms
D04_LG_D290/outdoor/D04_V_outdoor_panrot_0001.mp4,5000 ms
D04_LG_D290/outdoor/D04_V_outdoor_panrot_0002.mp4,5000 ms
D04_LG_D290/outdoor/D04_V_outdoor_still_0001.mp4,6000 ms
D04_LG_D290/outdoor/D04_V_outdoor_still_0002.mp4,6000 ms
D07_Lenovo_P70A/flat/D07_V_flat_move_0001.3gp,6000 ms
D07_Lenovo_P70A/flat/D07_V_flat_move_0002.3gp,6000 ms
D07_Lenovo_P70A/flat/D07_V_flat_move_0003.3gp,7000 ms
D07_Lenovo_P70A/flat/D07_V_flat_panrot_0001.3gp,7000 ms
D07_Lenovo_P70A/flat/D07_V_flat_panrot_0002.3gp,6000 ms
D07_Lenovo_P70A/flat/D07_V_flat_still_0001.3gp,7000 ms
D07_Lenovo_P70A/flat/D07_V_flat_still_0002.3gp,6000 ms
D07_Lenovo_P70A/indoor/D07_V_indoor_move_0001.3gp,9000 ms
D07_Lenovo_P70A/indoor/D07_V_indoor_move_0002.3gp,8000 ms
D07_Lenovo_P70A/indoor/D07_V_indoor_panrot_0001.3gp,4000 ms
D07_Lenovo_P70A/indoor/D07_V_indoor_panrot_0002.3gp,8000 ms
D07_Lenovo_P70A/indoor/D07_V_indoor_still_0001.3gp,7000 ms
D07_Lenovo_P70A/indoor/D07_V_indoor_still_0002.3gp,8000 ms
D07_Lenovo_P70A/outdoor/D07_V_outdoor_move_0001.3gp,9000 ms
D07_Lenovo_P70A/outdoor/D07_V_outdoor_move_0002.3gp,9000 ms
D07_Lenovo_P70A/outdoor/D07_V_outdoor_panrot_0001.3gp,10000 ms
D07_Lenovo_P70A/outdoor/D07_V_outdoor_panrot_0002.3gp,8000 ms
D07_Lenovo_P70A/outdoor/D07_V_outdoor_still_0001.3gp,8000 ms
D07_Lenovo_P70A/outdoor/D07_V_outdoor_still_0002.3gp,10000 ms
D12_Sony_XperiaZ1Compact/flat/D12_V_flat_move_0001.mp4,17000 ms
D12_Sony_XperiaZ1Compact/flat/D12_V_flat_move_0002.mp4,17000 ms
D12_Sony_XperiaZ1Compact/flat/D12_V_flat_move_0003.mp4,17000 ms
D12_Sony_XperiaZ1Compact/flat/D12_V_flat_panrot_0001.mp4,18000 ms
D12_Sony_XperiaZ1Compact/flat/D12_V_flat_panrot_0002.mp4,18000 ms
D12_Sony_XperiaZ1Compact/flat/D12_V_flat_still_0001.mp4,18000 ms
D12_Sony_XperiaZ1Compact/flat/D12_V_flat_still_0002.mp4,19000 ms
D12_Sony_XperiaZ1Compact/indoor/D12_V_indoor_move_0001.mp4,17000 ms
D12_Sony_XperiaZ1Compact/indoor/D12_V_indoor_move_0002.mp4,17000 ms
D12_Sony_XperiaZ1Compact/indoor/D12_V_indoor_panrot_0001.mp4,17000 ms
D12_Sony_XperiaZ1Compact/indoor/D12_V_indoor_panrot_0002.mp4,16000 ms
D12_Sony_XperiaZ1Compact/indoor/D12_V_indoor_still_0001.mp4,17000 ms
D12_Sony_XperiaZ1Compact/indoor/D12_V_indoor_still_0002.mp4,20000 ms
D12_Sony_XperiaZ1Compact/outdoor/D12_V_outdoor_move_0001.mp4,20000 ms
D12_Sony_XperiaZ1Compact/outdoor/D12_V_outdoor_move_0002.mp4,22000 ms
D12_Sony_XperiaZ1Compact/outdoor/D12_V_outdoor_panrot_0001.mp4,20000 ms
D12_Sony_XperiaZ1Compact/outdoor/D12_V_outdoor_panrot_0002.mp4,19000 ms
D12_Sony_XperiaZ1Compact/outdoor/D12_V_outdoor_still_0001.mp4,21000 ms
D12_Sony_XperiaZ1Compact/outdoor/D12_V_outdoor_still_0002.mp4,21000 ms
D17_Microsoft_Lumia640LTE/flat/D17_V_flat_move_0001.mp4,15000 ms
D17_Microsoft_Lumia640LTE/flat/D17_V_flat_move_0002.mp4,15000 ms
D17_Microsoft_Lumia640LTE/flat/D17_V_flat_panrot_0001.mp4,14000 ms
D17_Microsoft_Lumia640LTE/flat/D17_V_flat_still_0001.mp4,15000 ms
D17_Microsoft_Lumia640LTE/indoor/D17_V_indoor_move_0001.mp4,14000 ms
D17_Microsoft_Lumia640LTE/indoor/D17_V_indoor_panrot_0001.mp4,15000 ms
D17_Microsoft_Lumia640LTE/indoor/D17_V_indoor_still_0001.mp4,16000 ms
D17_Microsoft_Lumia640LTE/outdoor/D17_V_outdoor_move_0001.mp4,16000 ms
D17_Microsoft_Lumia640LTE/outdoor/D17_V_outdoor_panrot_0001.mp4,17000 ms
D17_Microsoft_Lumia640LTE/outdoor/D17_V_outdoor_still_0001.mp4,18000 ms
D21_Wiko_Ridge4G/flat/D21_V_flat_move_0001.mp4,15000 ms
D21_Wiko_Ridge4G/flat/D21_V_flat_move_0002.mp4,14000 ms
D21_Wiko_Ridge4G/flat/D21_V_flat_panrot_0001.mp4,10000 ms
D21_Wiko_Ridge4G/flat/D21_V_flat_still_0001.mp4,15000 ms
D21_Wiko_Ridge4G/indoor/D21_V_indoor_move_0001.mp4,12000 ms
D21_Wiko_Ridge4G/indoor/D21_V_indoor_panrot_0001.mp4,20000 ms
D21_Wiko_Ridge4G/indoor/D21_V_indoor_still_0001.mp4,16000 ms
D21_Wiko_Ridge4G/outdoor/D21_V_outdoor_move_0001.mp4,24000 ms
D21_Wiko_Ridge4G/outdoor/D21_V_outdoor_panrot_0001.mp4,22000 ms
D21_Wiko_Ridge4G/outdoor/D21_V_outdoor_still_0001.mp4,23000 ms
D21_Wiko_Ridge4G/outdoor/D21_V_outdoor_still_0002.mp4,27000 ms
D23_Asus_Zenfone2Laser/flat/D23_V_flat_move_0001.mp4,3000 ms
D23_Asus_Zenfone2Laser/flat/D23_V_flat_move_0002.mp4,2000 ms
D23_Asus_Zenfone2Laser/flat/D23_V_flat_move_0003.mp4,3000 ms
D23_Asus_Zenfone2Laser/flat/D23_V_flat_panrot_0001.mp4,2000 ms
D23_Asus_Zenfone2Laser/flat/D23_V_flat_panrot_0002.mp4,3000 ms
D23_Asus_Zenfone2Laser/flat/D23_V_flat_still_0001.mp4,3000 ms
D23_Asus_Zenfone2Laser/flat/D23_V_flat_still_0002.mp4,2000 ms
D23_Asus_Zenfone2Laser/indoor/D23_V_indoor_move_0001.mp4,4000 ms
D23_Asus_Zenfone2Laser/indoor/D23_V_indoor_move_0002.mp4,3000 ms
D23_Asus_Zenfone2Laser/indoor/D23_V_indoor_panrot_0001.mp4,3000 ms
D23_Asus_Zenfone2Laser/indoor/D23_V_indoor_panrot_0002.mp4,3000 ms
D23_Asus_Zenfone2Laser/indoor/D23_V_indoor_still_0001.mp4,4000 ms
D23_Asus_Zenfone2Laser/indoor/D23_V_indoor_still_0002.mp4,3000 ms
D23_Asus_Zenfone2Laser/outdoor/D23_V_outdoor_move_0001.mp4,4000 ms
D23_Asus_Zenfone2Laser/outdoor/D23_V_outdoor_move_0002.mp4,3000 ms
D23_Asus_Zenfone2Laser/outdoor/D23_V_outdoor_panrot_0001.mp4,4000 ms
D23_Asus_Zenfone2Laser/outdoor/D23_V_outdoor_panrot_0002.mp4,4000 ms
D23_Asus_Zenfone2Laser/outdoor/D23_V_outdoor_still_0001.mp4,4000 ms
D23_Asus_Zenfone2Laser/outdoor/D23_V_outdoor_still_0002.mp4,3000 ms
D24_Xiaomi_RedmiNote3/flat/D24_V_flat_move_0001.mp4,16000 ms
D24_Xiaomi_RedmiNote3/flat/D24_V_flat_move_0002.mp4,16000 ms
D24_Xiaomi_RedmiNote3/flat/D24_V_flat_move_0003.mp4,15000 ms
D24_Xiaomi_RedmiNote3/flat/D24_V_flat_panrot_0001.mp4,11000 ms
D24_Xiaomi_RedmiNote3/flat/D24_V_flat_panrot_0002.mp4,11000 ms
D24_Xiaomi_RedmiNote3/flat/D24_V_flat_still_0001.mp4,16000 ms
D24_Xiaomi_RedmiNote3/flat/D24_V_flat_still_0002.mp4,13000 ms
D24_Xiaomi_RedmiNote3/indoor/D24_V_indoor_move_0001.mp4,18000 ms
D24_Xiaomi_RedmiNote3/indoor/D24_V_indoor_move_0002.mp4,17000 ms
D24_Xiaomi_RedmiNote3/indoor/D24_V_indoor_panrot_0001.mp4,18000 ms
D24_Xiaomi_RedmiNote3/indoor/D24_V_indoor_panrot_0002.mp4,19000 ms
D24_Xiaomi_RedmiNote3/indoor/D24_V_indoor_still_0001.mp4,19000 ms
D24_Xiaomi_RedmiNote3/indoor/D24_V_indoor_still_0002.mp4,19000 ms
D24_Xiaomi_RedmiNote3/outdoor/D24_V_outdoor_move_0001.mp4,19000 ms
D24_Xiaomi_RedmiNote3/outdoor/D24_V_outdoor_move_0002.mp4,19000 ms
D24_Xiaomi_RedmiNote3/outdoor/D24_V_outdoor_panrot_0001.mp4,23000 ms
D24_Xiaomi_RedmiNote3/outdoor/D24_V_outdoor_panrot_0002.mp4,24000 ms
D24_Xiaomi_RedmiNote3/outdoor/D24_V_outdoor_still_0001.mp4,27000 ms
D24_Xiaomi_RedmiNote3/outdoor/D24_V_outdoor_still_0002.mp4,21000 ms
D25_OnePlus_A3000/flat/D25_V_flat_move_0001.mp4,15000 ms
D25_OnePlus_A3000/flat/D25_V_flat_move_0002.mp4,14000 ms
D25_OnePlus_A3000/flat/D25_V_flat_move_0003.mp4,15000 ms
D25_OnePlus_A3000/flat/D25_V_flat_panrot_0001.mp4,16000 ms
D25_OnePlus_A3000/flat/D25_V_flat_panrot_0002.mp4,15000 ms
D25_OnePlus_A3000/flat/D25_V_flat_still_0001.mp4,15000 ms
D25_OnePlus_A3000/flat/D25_V_flat_still_0002.mp4,15000 ms
D25_OnePlus_A3000/indoor/D25_V_indoor_move_0001.mp4,18000 ms
D25_OnePlus_A3000/indoor/D25_V_indoor_move_0002.mp4,16000 ms
D25_OnePlus_A3000/indoor/D25_V_indoor_panrot_0001.mp4,15000 ms
D25_OnePlus_A3000/indoor/D25_V_indoor_panrot_0002.mp4,16000 ms
D25_OnePlus_A3000/indoor/D25_V_indoor_still_0001.mp4,16000 ms
D25_OnePlus_A3000/indoor/D25_V_indoor_still_0002.mp4,15000 ms
D25_OnePlus_A3000/outdoor/D25_V_outdoor_move_0001.mp4,17000 ms
D25_OnePlus_A3000/outdoor/D25_V_outdoor_move_0002.mp4,18000 ms
D25_OnePlus_A3000/outdoor/D25_V_outdoor_panrot_0001.mp4,18000 ms
D25_OnePlus_A3000/outdoor/D25_V_outdoor_panrot_0002.mp4,17000 ms
D25_OnePlus_A3000/outdoor/D25_V_outdoor_still_0001.mp4,18000 ms
D25_OnePlus_A3000/outdoor/D25_V_outdoor_still_0002.mp4,20000 ms
